Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Malaysia,Gross national savings,Percent of GDP,,29.354,29.012,29.254,28.898,28.31,23.445,23.379,28.847,28.578,26.545,28.217,26.786,29.041,31.752,30.891,34.589,37.901,37.936,41.661,40.279,37.706,34.048,34.546,36.303,36.949,36.886,38.787,38.629,38.559,33.236,33.597,34.197,31.045,29.543,29.485,28.411,28.389,28.338,26.128,24.546,23.866,26.07,23.038,2021
Malaysia,"Inflation, average consumer prices",Index,,41.273,45.276,47.917,49.692,51.632,52.968,53.153,53.545,53.7,55.073,56.749,59.205,62.034,64.234,66.603,68.913,71.311,73.204,77.078,79.184,80.412,81.56,83.022,83.913,85.105,87.692,90.867,92.708,97.742,98.325,100.017,103.192,104.908,107.117,110.483,112.808,115.15,119.525,120.683,121.483,120.1,123.075,127.05,2021
Malaysia,Volume of imports of goods and services,Percent change,,15.331,-0.453,9.372,10.207,4.871,-16.25,-6.469,8.474,24.517,29.12,21.7,22.594,5.708,15.957,26.158,24.842,5.211,6.238,-19.084,12.659,22.57,-6.847,4.46,2.756,19.281,6.03,14.411,3.32,-7.557,-21.902,12.117,5.6,-0.607,1.826,3.801,1.693,1.55,8.464,2.329,-1.944,-8.875,21.652,10.648,2021
Malaysia,Volume of exports of goods and services,Percent change,,4.956,-9.582,9.886,17.309,12.141,-2.72,11.787,14.557,11.803,18.112,16.9,14.362,12.547,11.81,21.518,18.552,8.995,5.279,-0.261,13.664,13.278,-2.658,7.241,7.407,21.797,5.778,6.907,-3.852,-13.055,-10.467,3.622,6.257,-6.492,0.074,6.502,4.05,3.89,7.26,2.125,-0.812,0.4,14.813,6.274,2021
Malaysia,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,6.893,8.261,8.207,8.079,6.715,5.055,4.345,3.718,3.026,2.947,3.143,2.516,2.445,3.225,3.425,3.1,3.675,3.475,3.6,3.55,3.55,3.325,3.225,3.325,3.675,3.3,3.05,3.025,3.1,2.875,3.15,3.45,3.425,3.325,3.275,4.525,4.65,4.45,2021
Malaysia,Population,Persons,Millions,13.885,14.229,14.592,14.955,15.328,15.823,16.257,16.681,17.094,17.508,18.267,18.547,19.068,19.602,20.142,20.682,21.223,21.769,22.334,22.91,23.495,24.123,24.727,25.32,25.905,26.477,26.832,27.1,27.6,28.082,28.589,29.062,29.51,30.214,30.709,31.186,31.634,32.023,32.382,32.523,32.584,32.7,33.114,2021
Malaysia,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.191,42.671,49.258,52.612,61.136,62.272,70.912,79.783,69.368,70.886,76.002,91.634,96.764,107.055,116.328,123.581,143.6,162.504,189.646,186.74,185.661,217.488,250.228,251.059,261.783,260.837,253.124,269.401,291.8,326.25,292.428,282.86,294.347,2021
Malaysia,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.001,40.314,46.295,46.161,49.537,54.754,61.876,64.928,71.303,80.722,99.496,108.379,113.29,128.022,133.642,139.711,159.865,180.421,217.105,230.643,221.643,250.477,280.792,286.992,291.279,290.801,285.652,302.499,330.088,356.653,357.927,367.18,377.257,2021
Malaysia,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.19,2.357,2.963,6.451,11.599,7.518,9.036,14.855,-1.935,-9.836,-23.494,-16.745,-16.527,-20.967,-17.314,-16.129,-16.265,-17.916,-27.459,-43.903,-35.982,-32.989,-30.565,-35.933,-29.495,-29.964,-32.528,-33.098,-38.288,-30.403,-65.499,-84.32,-82.91,2021
Malaysia,General government structural balance,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.62,5.188,9.652,15.586,10.525,8.962,14.954,1.841,-11.354,-26.724,-16.795,-17.957,-22.883,-20.006,-16.814,-17.372,-19.569,-23.254,-40.607,-38.916,-30.421,-32.856,-33.44,-28.177,-31.887,-33.711,-35.14,-51.456,-24.592,-52.31,-73.6,-71.755,2021
Malaysia,Current account balance,U.S. dollars,Billions,-0.266,-2.469,-3.585,-3.482,-1.657,-0.6,-0.101,2.575,1.867,0.315,-0.87,-4.183,-2.167,-2.991,-4.52,-8.644,-4.462,-5.935,9.529,12.604,8.488,7.287,7.19,13.381,15.079,20.695,26.194,29.747,39.446,31.442,25.731,32.508,16.257,11.269,14.845,9.002,7.225,8.909,8.008,12.778,14.069,14.17,6.95,2021
Malaysia,Current account balance,Percent of GDP,,-0.994,-9.037,-12.246,-10.634,-4.467,-1.76,-0.335,7.459,4.934,0.755,-1.842,-7.817,-3.363,-4.105,-5.571,-8.945,-4.062,-5.456,12.118,14.621,8.309,7.211,6.546,11.149,11.099,13.764,15.362,14.663,16.295,14.829,9.941,10.741,5.094,3.435,4.327,2.987,2.393,2.791,2.231,3.498,4.167,3.798,1.601,2021
Maldives,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"4,669.14","4,847.27","5,050.33","5,087.16","5,767.68","6,312.61","6,602.66","7,005.92","7,423.96","7,908.21","7,303.09","7,455.06","7,719.57","7,920.64","8,293.76","8,739.74","9,330.51","10,087.02","10,848.68","11,400.59","11,767.13","11,914.19","12,434.62","15,345.20","16,022.62","13,716.82","16,996.38","17,953.09","19,357.21","17,661.46","18,632.16","19,894.43","20,058.60","21,163.88","22,340.18","22,605.20","23,641.21","24,927.36","26,507.37","27,864.40","18,224.00","24,546.30","26,249.90",2014
Maldives,Total investment,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,28.07,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020
Maldives,Gross national savings,Percent of GDP,,-0.651,11.469,11.511,14.596,20.336,25.581,24.802,37.306,37.057,37.823,40.474,30.447,21.659,12.532,25.164,24.168,26.658,22.75,24.917,9.565,13.579,12.347,15.703,17.025,10.029,-3.467,0.829,5.788,-6.863,10.353,12.678,5.181,13.355,15.697,16.344,12.513,-3.638,-1.63,-8.38,-6.613,-15.532,11.209,4.992,2020
Maldives,"Inflation, average consumer prices",Index,,13.529,15.031,14.909,16.384,16.547,15.031,16.399,18.318,19.506,20.903,24.152,27.171,31.751,38.141,39.432,41.596,44.194,47.543,46.872,48.258,47.69,48.011,48.456,47.098,50.083,51.315,53.111,56.72,63.55,66.429,70.514,78.463,87.009,90.487,92.702,93.974,94.727,96.879,98.203,99.505,97.919,98.128,102.317,2021
Maldives,Volume of imports of goods and services,Percent change,,64.22,9.356,3.675,9.695,0.912,-9.752,-0.816,3.651,-0.327,18.092,-3.609,0.939,14.59,0.714,6.857,6.753,9.045,1.26,5.675,10.666,-3.34,9.108,-1.749,15.752,22.855,10.17,12.222,42.192,14.307,-35.697,10.443,45.221,-12.744,5.311,9.689,-6.843,15.237,7.981,13.571,0.814,-40.354,40.584,10.848,2020
Maldives,Volume of exports of goods and services,Percent change,,39.683,5.42,4.474,-3.43,9.493,10.818,4.721,-27.445,-10.147,17.943,18.561,-9.734,14.953,-9.406,24.488,2.624,11.919,-2.84,9.763,-0.021,4.097,9.728,4.875,16.364,7.238,-35.544,49.386,111.538,-1.79,-21.933,14.023,29.872,-5.016,10.192,8.425,-11.673,-0.147,4.003,4.695,5.545,-52.431,117.406,-1.662,2020
Maldives,Population,Persons,Millions,0.152,0.158,0.163,0.169,0.175,0.182,0.189,0.193,0.198,0.204,0.212,0.222,0.228,0.234,0.24,0.245,0.25,0.255,0.261,0.266,0.27,0.276,0.281,0.285,0.289,0.294,0.299,0.305,0.31,0.315,0.32,0.325,0.331,0.336,0.342,0.348,0.354,0.36,0.366,0.372,0.378,0.384,0.391,2014
Maldives,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.454,0.739,0.759,0.791,1.144,1.407,1.568,1.825,1.93,2.225,2.373,2.523,2.715,3.088,3.425,4.613,6.154,7.57,7.457,5.721,6.498,9.37,10.138,11.901,15.164,17.306,18.578,20.259,22.223,23.232,15.222,21.353,25.103,2020
Maldives,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.735,1.014,1.167,1.317,1.358,1.718,1.693,1.937,2.114,2.495,2.74,2.912,3.136,3.552,3.779,5.775,7.066,8.325,10.342,11.104,10.996,12.664,13.2,13.666,16.539,21.441,25.307,22.498,26.522,28.995,28.754,32.806,39.987,2020
Maldives,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.282,-0.275,-0.408,-0.527,-0.213,-0.311,-0.125,-0.112,-0.184,-0.27,-0.367,-0.39,-0.421,-0.464,-0.354,-1.163,-0.912,-0.755,-2.886,-5.383,-4.499,-3.294,-3.062,-1.766,-1.375,-4.135,-6.728,-2.239,-4.299,-5.763,-13.532,-11.453,-14.884,2020
Maldives,Current account balance,U.S. dollars,Billions,-0.01,-0.005,-0.004,-0.01,-0.004,0.006,0.011,0.02,0.022,0.022,0.029,0.006,-0.02,-0.054,-0.011,-0.018,-0.007,-0.035,-0.022,-0.079,-0.051,-0.059,-0.036,-0.031,-0.122,-0.273,-0.302,-0.266,-0.61,-0.226,-0.19,-0.39,-0.192,-0.141,-0.135,-0.307,-1.032,-1.027,-1.503,-1.49,-1.327,-0.457,-0.885,2020
Maldives,Current account balance,Percent of GDP,,-16.078,-6.215,-4.633,-11.079,-3.406,4.345,6.851,13.167,12.213,10.958,12.404,2.377,-6.411,-15.538,-2.906,-3.902,-1.412,-5.32,-3.153,-10.435,-6.421,-7.653,-4.297,-2.975,-9.971,-23.467,-19.171,-14.212,-26.863,-9.647,-7.322,-14.819,-6.645,-4.303,-3.656,-7.487,-23.638,-21.63,-28.38,-26.613,-35.532,-8.791,-15.008,2020
Marshall Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,034.52","2,968.83","2,888.39","2,909.25","3,147.58","3,319.18","3,248.70","3,210.09","3,238.93","3,214.79","3,303.74","3,052.59","3,144.01","3,317.75","3,281.58","3,198.04","3,309.99","3,263.99","3,302.33","3,337.37","3,433.93","3,525.64","3,753.05","3,678.21","3,710.19","3,734.79",2020
Marshall Islands,"Inflation, average consumer prices",Index,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100.497,102.523,106.097,111.67,114.614,131.434,132.062,134.396,141.591,147.737,150.471,152.123,148.721,146.479,146.572,147.679,147.561,146.59,150.408,160.035,2021
Marshall Islands,Volume of exports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.16,14.543,9.637,-12.252,22.767,-0.513,13.926,2.361,-6.163,-2.591,-28.414,-0.622,-6.614,15.523,27.639,25.456,14.661,-2.661,-1.081,6.039,-2.704,5.486,-1.513,7.635,-0.702,0.621,-28.799,2021
Marshall Islands,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.049,0.05,0.051,0.051,0.051,0.05,0.05,0.05,0.051,0.051,0.052,0.052,0.052,0.053,0.053,0.053,0.054,0.054,0.054,0.054,0.054,0.055,0.055,0.055,0.055,0.056,2020
Marshall Islands,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.078,0.078,0.069,0.072,0.065,0.074,0.082,0.08,0.083,0.07,0.087,0.088,0.102,0.1,0.098,0.101,0.1,0.095,0.102,0.097,0.109,0.122,0.145,0.139,0.148,0.17,0.174,0.167,2021
Marshall Islands,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,0.06,0.06,0.057,0.055,0.065,0.072,0.073,0.069,0.072,0.118,0.088,0.101,0.094,0.095,0.095,0.096,0.096,0.103,0.092,0.103,0.115,0.136,0.133,0.153,0.164,0.172,0.173,2021
Marshall Islands,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.022,0.018,0.009,0.015,0.01,0.009,0.01,0.007,0.014,-0.002,-0.031,--,--,0.005,0.002,0.006,0.004,-0.001,--,0.006,0.005,0.008,0.009,0.006,-0.004,0.006,0.002,-0.006,2021
Marshall Islands,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.018,-0.031,-0.012,-0.011,-0.013,-0.014,-0.005,0.009,0.001,0.006,0.01,-0.002,0.005,-0.003,-0.018,-0.027,--,-0.004,-0.012,0.004,0.029,0.027,0.011,0.009,-0.061,0.039,0.008,-0.011,2021
Marshall Islands,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.189,-9.942,-11.032,-12.178,-3.769,6.978,0.475,4.64,7.191,-1.32,3.329,-2.276,-12.3,-16.716,-0.018,-2.182,-6.727,1.968,15.571,13.463,5.002,3.953,-25.861,16.155,3.242,-4.002,2021
Micronesia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,084.67","2,982.43","2,795.10","2,865.07","2,901.96","3,035.78","3,107.64","3,135.23","3,194.29","3,102.59","3,175.14","3,187.88","3,142.30","3,089.39","3,137.61","3,225.42","3,322.48","3,254.78","3,129.55","3,052.07","3,187.58","3,210.68","3,291.06","3,292.29","3,326.00","3,259.84","3,148.52","3,123.22",2018
Micronesia,"Inflation, average consumer prices",Index,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,73.696,75.756,77.777,79.046,80.563,82.045,83.126,82.993,82.79,84.235,87.678,91.532,94.863,101.098,109.341,113.297,117.66,125.075,127.749,128.674,128.717,127.537,127.662,129.057,131.89,133.095,135.869,143.736,2020
Micronesia,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.106,0.106,0.106,0.107,0.107,0.107,0.107,0.106,0.106,0.106,0.106,0.105,0.104,0.104,0.103,0.103,0.103,0.103,0.103,0.104,0.104,0.104,0.104,0.104,0.104,0.105,0.105,0.105,2018
Micronesia,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.17,0.163,0.139,0.152,0.149,0.149,0.141,0.16,0.17,0.133,0.135,0.139,0.143,0.152,0.183,0.201,0.201,0.216,0.198,0.209,0.209,0.229,0.287,0.32,0.303,0.257,0.3,0.289,2018
Micronesia,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.171,0.158,0.133,0.159,0.161,0.157,0.154,0.143,0.164,0.142,0.149,0.153,0.152,0.156,0.178,0.2,0.203,0.213,0.189,0.173,0.176,0.205,0.234,0.223,0.226,0.232,0.296,0.285,2018
Micronesia,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.001,0.005,0.005,-0.007,-0.011,-0.008,-0.013,0.017,0.006,-0.009,-0.014,-0.014,-0.009,-0.004,0.005,0.001,-0.002,0.003,0.009,0.036,0.033,0.024,0.052,0.097,0.077,0.025,0.004,0.004,2018
Micronesia,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.02,-0.042,-0.064,-0.055,-0.046,-0.034,-0.042,-0.024,-0.015,-0.044,-0.025,-0.039,-0.027,-0.05,-0.059,-0.052,-0.06,-0.044,-0.032,0.02,0.014,0.024,0.038,0.085,0.06,0.015,0.004,0.002,2018
Micronesia,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.177,-19.268,-31.141,-25.247,-20.971,-14.596,-17.408,-9.99,-5.951,-18.41,-10.064,-15.423,-10.675,-18.949,-21.145,-17.542,-19.264,-13.561,-9.941,6.11,4.457,7.155,10.279,21.04,14.464,3.688,0.979,0.412,2018
Mongolia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,363.64","4,753.85","4,234.96","4,062.97","4,110.86","4,308.21","4,340.60","4,448.24","4,532.68","4,606.18","4,601.57","4,757.03","4,940.03","5,240.92","5,674.29","5,974.01","6,381.18","6,841.47","7,250.48","6,968.89","7,357.47","8,474.03","9,331.90","10,196.62","10,759.51","10,796.04","10,738.59","11,137.00","11,775.08","12,214.53","11,447.15","11,455.74","11,567.40",2021
Mongolia,Total investment,Percent of GDP,,46.193,73.37,71.535,62.885,55.291,55.387,59.774,51.124,54.137,59.157,13.61,22.905,26.321,36.342,33.099,23.85,25.179,23.949,25.571,25.368,22.407,26.186,20.104,27.659,28.766,37.529,35.885,38.705,43.566,34.371,42.087,58.151,55.899,53.276,35.175,24.514,22.629,27.406,39.378,35.592,22.384,36.719,42.821,2021
Mongolia,Gross national savings,Percent of GDP,,24.48,35.828,31.027,24.623,19.581,24.468,20.342,18.269,17.269,12.782,13.843,18.305,20.992,24.329,22.398,24.782,21.439,29.477,17.83,18.659,16.843,13.26,11.478,20.2,28.904,40.996,46.786,42.761,31.294,26.915,29.763,14.805,12.074,15.668,19.354,16.351,16.357,17.342,22.669,20.376,17.316,23.903,22.515,2021
Mongolia,"Inflation, average consumer prices",Index,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.142,0.314,0.95,3.5,10.27,10.292,15.112,19.651,21.527,23.124,25.767,27.404,27.691,29.088,31.484,35.468,37.033,40.6,51.95,55.908,61.525,66.7,76.258,84.258,94.583,100.008,100.733,105.083,112.258,120.408,124.883,133.758,153.596,2021
Mongolia,Volume of imports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.581,-39.161,53.192,10.878,5.429,5.649,-5.118,68.728,13.603,11.351,9.583,15.548,-2.971,7.318,24.124,30.672,-18.143,31.385,87.026,10.501,-2.767,-14.283,-11.345,11.769,11.977,31.616,5.767,-13.316,1.088,8.462,2021
Mongolia,Volume of exports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.008,45.893,-10.886,8.017,52.075,-19.653,17.06,-10.926,43.329,2.536,36.692,10.625,24.335,-9.556,-2.987,13.253,-3.487,17.962,-12.218,9.91,11.324,31.438,3.168,33.466,0.608,-1.201,6.279,-15.066,-18.741,-3.258,2021
Mongolia,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.3,9.2,11.6,9.9,7.7,8.2,7.9,7.9,7.5,10,8.8,7.8,10,7,8.1,7.29,2021
Mongolia,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.078,2.129,2.169,2.189,2.21,2.243,2.276,2.307,2.34,2.373,2.403,2.432,2.466,2.495,2.522,2.551,2.583,2.62,2.666,2.716,2.761,2.812,2.868,2.93,2.996,3.058,3.12,3.178,3.238,3.297,3.358,3.41,3.461,2021
Mongolia,General government revenue,National currency,Billions,n/a,3.72,4.182,4.478,4.68,4.918,4.36,4.54,4.681,5.243,5.295,8.965,11.8,56.812,85.745,140.901,160.435,212.143,225.505,251.7,351.396,429.499,477.049,553.888,713.113,837.858,"1,360.41","1,880.49","2,170.37","1,994.00","3,122.19","4,468.27","4,975.83","5,986.93","6,316.52","5,983.40","5,835.04","7,972.10","10,185.28","12,041.12","10,443.43","14,255.34","17,724.17",2021
Mongolia,General government total expenditure,National currency,Billions,n/a,3.995,4.454,4.81,5.054,5.358,5.787,6.128,6.447,6.753,6.467,10.404,16.348,87.188,122.949,173.265,211.231,287.648,342.146,358.759,422.65,489.73,550.481,615.753,751.316,763.81,"1,054.92","1,749.70","2,466.77","2,336.63","3,080.69","4,997.04","6,017.80","6,164.69","7,144.57","7,137.97","9,495.33","9,012.99","9,255.28","11,661.70","13,904.27","15,622.79","17,912.25",2021
Mongolia,General government net lending/borrowing,National currency,Billions,n/a,-0.274,-0.272,-0.332,-0.373,-0.44,-1.426,-1.588,-1.766,-1.509,-1.172,-1.439,-4.548,-30.376,-37.204,-32.364,-50.796,-75.505,-116.641,-107.059,-71.254,-60.232,-73.432,-61.864,-38.203,74.048,305.485,130.788,-296.404,-342.634,41.507,-528.77,"-1,041.97",-177.76,-828.045,"-1,154.58","-3,660.29","-1,040.89",930.001,379.417,"-3,460.83","-1,367.45",-188.081,2021
Mongolia,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.095,-0.038,0.031,0.038,0.026,-0.037,0.074,-0.076,-0.06,-0.07,-0.062,-0.105,-0.099,0.063,0.088,0.372,0.172,-0.69,-0.342,-0.885,-4.512,-5.381,-4.732,-1.934,-0.948,-0.7,-1.155,-2.207,-2.162,-0.675,-1.959,-3.192,2021
Mongolia,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.364,-2.413,4.033,4.059,1.779,-2.737,6.275,-6.711,-5.707,-6.145,-4.866,-7.53,-6.184,3.163,3.468,10.901,4.056,-12.273,-7.456,-12.324,-43.346,-43.825,-37.608,-15.821,-8.162,-6.273,-10.064,-16.709,-15.216,-5.067,-12.816,-20.306,2021
Myanmar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,953.019,"1,018.76","1,130.11","1,256.08","1,367.04","1,534.69","1,757.54","1,983.66","2,234.06","2,497.73","2,669.34","2,767.99","2,893.04","3,029.00","3,200.39","3,424.73","3,673.82","3,914.34","4,130.24","4,332.72","4,575.10","4,848.56","4,968.73","4,050.70","4,104.77",2015
Myanmar,Total investment,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.36,10.651,12.414,11.965,9.47,8.775,10.096,10.939,11.174,11.657,13.53,16.577,21.036,26.543,29.777,31.12,32.056,33.552,33.474,34.5,33.009,32.285,32.285,32.285,32.285,2020
Myanmar,Gross national savings,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.006,-3.037,4.201,5.149,7.89,9.96,12.352,16.152,18.453,14.389,10.383,13.516,25.773,24.663,27.961,29.888,27.588,30.079,29.268,27.707,28.303,29.458,28.902,30.865,30.56,2020
Myanmar,"Inflation, average consumer prices",Index,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.299,19.588,24.836,25.893,20.768,25.32,37.339,40.328,43.105,50.239,67.54,81.663,84.679,89.695,95.82,96.165,102.302,108.174,116.026,126.583,132.435,140.307,152.411,161.137,167.006,193.994,2021
Myanmar,Volume of imports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.566,-7.018,5.786,0.806,-8.57,-9.777,-7.806,19.965,55.182,33.734,10.624,-45.299,83.001,4.971,20.626,43.947,10.044,4.386,16.221,5.549,-10.298,4.799,-28.965,-8.356,2021
Myanmar,Volume of exports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.017,20.081,26.4,16.004,-0.567,-4.946,7.682,28.848,25.289,4.92,10.202,-4.985,5.457,4.669,21.958,18.431,18.055,-9.748,2.096,18.187,-3.608,-2.608,-20.767,-6.513,2021
Myanmar,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.345,44.981,45.585,46.126,46.59,46.977,47.304,47.598,47.887,48.186,48.496,48.818,49.159,49.521,49.909,50.324,50.758,51.199,51.633,52.05,52.449,52.832,53.199,53.55,53.886,2015
Myanmar,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,282.671,355.158,372.727,396.341,528.981,687.341,851.035,"1,215.72","1,809.82","2,500.51","3,023.52","3,208.94","3,431.14","4,092.92","7,549.20","11,388.07","13,844.77","14,780.69","14,520.27","14,810.54","16,357.85","17,209.16","18,460.26","13,934.62","16,490.57",2020
Myanmar,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,355.346,447.364,525.227,601.232,725.784,988.437,"1,262.64","1,616.23","2,348.47","3,263.44","3,778.28","4,310.15","5,283.13","5,999.60","8,842.67","12,326.40","14,655.48","16,700.76","17,390.91","17,174.07","19,514.91","21,321.14","24,917.79","21,645.48","25,715.64",2020
Myanmar,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-72.675,-92.206,-152.5,-204.892,-196.803,-301.096,-411.602,-400.511,-538.646,-762.924,-754.764,"-1,101.20","-1,851.99","-1,906.68","-1,293.47",-938.327,-810.706,"-1,920.07","-2,870.64","-2,363.53","-3,157.06","-4,111.97","-6,457.53","-7,710.86","-9,225.08",2020
